filename,width,height,class,xmin,xmax,ymin,ymax
dmm_15.png,300,300,bulbus-dithering,132,38,226,131
dmm_16.png,300,300,quadripus-dithering,123,38,216,131
dmm_16.png,300,300,fongibra-dithering,160,73,243,156
dmm_16.png,300,300,fongibra-dithering,121,151,219,250
dmm_17.png,300,300,diplopoda-dithering,94,124,180,211
dmm_17.png,300,300,quadripus-dithering,37,63,111,137
dmm_17.png,300,300,fongibra-dithering,109,107,201,199
dmm_18.png,300,300,bulbus-dithering,134,10,228,104
dmm_18.png,300,300,bulbus-dithering,139,140,216,217
dmm_18.png,300,300,fongibra-dithering,160,136,246,222
dmm_19.png,300,300,fongibra-dithering,176,4,273,101
dmm_19.png,300,300,fongibra-dithering,11,146,110,245
dmm_19.png,300,300,bulbus-dithering,6,17,84,95
dmm_20.png,300,300,diplopoda-dithering,179,5,278,104
dmm_20.png,300,300,quadripus-dithering,10,1,107,97
dmm_20.png,300,300,quadripus-dithering,124,75,216,167
dmm_21.png,300,300,fongibra-dithering,51,21,150,120
dmm_21.png,300,300,quadripus-dithering,30,21,107,98
dmm_21.png,300,300,fongibra-dithering,73,57,167,151
dmm_22.png,300,300,bulbus-dithering,86,92,164,170
dmm_22.png,300,300,quadripus-dithering,67,19,145,97
dmm_22.png,300,300,bulbus-dithering,104,98,203,197
dmm_23.png,300,300,diplopoda-dithering,142,101,240,199
dmm_23.png,300,300,quadripus-dithering,6,174,93,262
dmm_23.png,300,300,bulbus-dithering,79,128,178,227
dmm_24.png,300,300,quadripus-dithering,116,119,189,192
dmm_24.png,300,300,diplopoda-dithering,175,86,274,185
dmm_24.png,300,300,diplopoda-dithering,81,63,151,133
dmm_25.png,300,300,bulbus-dithering,103,41,182,121
dmm_25.png,300,300,diplopoda-dithering,87,57,184,154
dmm_25.png,300,300,diplopoda-dithering,37,40,111,114
dmm_26.png,300,300,bulbus-dithering,51,132,135,216
dmm_26.png,300,300,diplopoda-dithering,114,17,211,114
dmm_26.png,300,300,bulbus-dithering,30,79,103,152
dmm_27.png,300,300,fongibra-dithering,4,92,92,179
dmm_27.png,300,300,quadripus-dithering,49,33,139,123
dmm_27.png,300,300,bulbus-dithering,33,79,110,155
dmm_28.png,300,300,diplopoda-dithering,118,195,209,285
dmm_28.png,300,300,diplopoda-dithering,63,103,162,202
dmm_28.png,300,300,quadripus-dithering,123,144,202,223
dmm_29.png,300,300,bulbus-dithering,66,199,155,287
dmm_29.png,300,300,quadripus-dithering,12,117,101,206
dmm_29.png,300,300,diplopoda-dithering,71,131,170,230
dmm_30.png,300,300,fongibra-dithering,43,84,121,162
dmm_30.png,300,300,diplopoda-dithering,37,114,133,211
dmm_30.png,300,300,diplopoda-dithering,166,86,259,179
dmm_31.png,300,300,bulbus-dithering,57,171,156,270
dmm_31.png,300,300,quadripus-dithering,2,106,101,205
dmm_31.png,300,300,diplopoda-dithering,139,120,220,201
dmm_32.png,300,300,diplopoda-dithering,157,13,256,112
dmm_32.png,300,300,bulbus-dithering,135,37,234,136
dmm_32.png,300,300,diplopoda-dithering,66,127,139,200
dmm_33.png,300,300,fongibra-dithering,80,118,177,216
dmm_33.png,300,300,diplopoda-dithering,109,152,204,246
dmm_33.png,300,300,diplopoda-dithering,73,0,172,99
dmm_34.png,300,300,quadripus-dithering,157,76,254,173
dmm_34.png,300,300,bulbus-dithering,138,155,212,229
dmm_34.png,300,300,diplopoda-dithering,91,39,174,123
dmm_35.png,300,300,quadripus-dithering,33,88,129,184
dmm_35.png,300,300,diplopoda-dithering,67,132,154,219
dmm_35.png,300,300,diplopoda-dithering,105,199,193,287
dmm_36.png,300,300,diplopoda-dithering,30,77,128,175
dmm_36.png,300,300,quadripus-dithering,41,121,121,201
dmm_36.png,300,300,bulbus-dithering,10,197,109,296
dmm_37.png,300,300,diplopoda-dithering,124,157,214,247
dmm_37.png,300,300,quadripus-dithering,66,33,155,122
dmm_37.png,300,300,fongibra-dithering,162,75,254,167
dmm_38.png,300,300,bulbus-dithering,189,51,285,147
dmm_38.png,300,300,fongibra-dithering,24,150,116,241
dmm_38.png,300,300,bulbus-dithering,135,2,228,95
dmm_39.png,300,300,quadripus-dithering,99,117,175,192
dmm_39.png,300,300,quadripus-dithering,126,81,201,156
dmm_39.png,300,300,quadripus-dithering,164,68,249,152
dmm_40.png,300,300,fongibra-dithering,97,71,196,170
dmm_40.png,300,300,fongibra-dithering,125,137,209,222
dmm_40.png,300,300,diplopoda-dithering,51,152,149,250
dmm_41.png,300,300,diplopoda-dithering,56,104,142,191
dmm_41.png,300,300,quadripus-dithering,46,42,138,134
dmm_41.png,300,300,quadripus-dithering,8,14,106,112
dmm_42.png,300,300,diplopoda-dithering,34,178,131,276
dmm_42.png,300,300,fongibra-dithering,172,104,268,200
dmm_42.png,300,300,quadripus-dithering,104,97,199,193
dmm_43.png,300,300,quadripus-dithering,169,140,267,238
dmm_43.png,300,300,quadripus-dithering,57,118,155,216
dmm_43.png,300,300,bulbus-dithering,21,148,120,247
dmm_44.png,300,300,quadripus-dithering,169,184,267,282
dmm_44.png,300,300,bulbus-dithering,97,99,194,196
dmm_44.png,300,300,quadripus-dithering,52,34,125,107
dmm_45.png,300,300,fongibra-dithering,74,119,173,217
dmm_45.png,300,300,bulbus-dithering,4,117,89,202
dmm_45.png,300,300,quadripus-dithering,170,12,267,109
dmm_46.png,300,300,bulbus-dithering,35,88,133,185
dmm_46.png,300,300,fongibra-dithering,80,190,169,279
dmm_46.png,300,300,bulbus-dithering,17,16,116,115
dmm_47.png,300,300,diplopoda-dithering,100,31,199,130
dmm_47.png,300,300,fongibra-dithering,191,41,265,115
dmm_47.png,300,300,diplopoda-dithering,121,34,200,113
dmm_48.png,300,300,quadripus-dithering,18,20,98,100
dmm_48.png,300,300,bulbus-dithering,94,82,183,171
dmm_48.png,300,300,fongibra-dithering,106,128,197,220
dmm_49.png,300,300,quadripus-dithering,24,114,121,212
dmm_49.png,300,300,fongibra-dithering,171,9,242,80
dmm_49.png,300,300,quadripus-dithering,57,16,129,88
dmm_50.png,300,300,diplopoda-dithering,1,47,81,128
dmm_50.png,300,300,quadripus-dithering,97,208,172,283
dmm_50.png,300,300,bulbus-dithering,97,100,196,199
dmm_51.png,300,300,quadripus-dithering,189,149,279,240
dmm_51.png,300,300,quadripus-dithering,149,48,247,146
dmm_51.png,300,300,fongibra-dithering,72,125,169,223
dmm_52.png,300,300,fongibra-dithering,143,42,231,131
dmm_52.png,300,300,bulbus-dithering,121,71,193,143
dmm_52.png,300,300,quadripus-dithering,195,104,287,195
dmm_53.png,300,300,bulbus-dithering,140,147,224,231
dmm_53.png,300,300,quadripus-dithering,21,107,114,199
dmm_53.png,300,300,fongibra-dithering,99,77,197,176
dmm_54.png,300,300,bulbus-dithering,137,0,232,96
dmm_54.png,300,300,diplopoda-dithering,126,137,222,233
dmm_54.png,300,300,diplopoda-dithering,13,163,106,255
dmm_55.png,300,300,fongibra-dithering,26,27,103,103
dmm_55.png,300,300,bulbus-dithering,20,81,99,161
dmm_55.png,300,300,bulbus-dithering,58,133,156,232
dmm_56.png,300,300,bulbus-dithering,182,51,281,150
dmm_56.png,300,300,diplopoda-dithering,125,49,207,131
dmm_56.png,300,300,diplopoda-dithering,31,153,127,249
dmm_57.png,300,300,diplopoda-dithering,96,12,195,111
dmm_57.png,300,300,quadripus-dithering,182,112,279,209
dmm_57.png,300,300,fongibra-dithering,192,171,274,253
dmm_58.png,300,300,fongibra-dithering,36,113,133,210
dmm_58.png,300,300,fongibra-dithering,71,14,168,111
dmm_58.png,300,300,diplopoda-dithering,116,171,214,269
dmm_59.png,300,300,quadripus-dithering,9,152,107,250
dmm_59.png,300,300,diplopoda-dithering,49,65,147,163
dmm_59.png,300,300,quadripus-dithering,174,48,273,147
dmm_60.png,300,300,diplopoda-dithering,191,155,263,228
dmm_60.png,300,300,bulbus-dithering,112,84,211,182
dmm_60.png,300,300,quadripus-dithering,54,165,148,259
dmm_61.png,300,300,quadripus-dithering,83,47,174,138
dmm_61.png,300,300,bulbus-dithering,157,22,253,119
dmm_61.png,300,300,diplopoda-dithering,192,131,276,216
dmm_62.png,300,300,diplopoda-dithering,77,173,165,260
dmm_62.png,300,300,quadripus-dithering,67,11,152,97
dmm_62.png,300,300,fongibra-dithering,48,10,142,103
dmm_63.png,300,300,bulbus-dithering,11,69,83,141
dmm_63.png,300,300,bulbus-dithering,139,94,228,183
dmm_63.png,300,300,bulbus-dithering,22,0,107,85
dmm_64.png,300,300,diplopoda-dithering,93,59,174,141
dmm_64.png,300,300,bulbus-dithering,62,43,149,130
dmm_64.png,300,300,fongibra-dithering,20,69,116,165
dmm_65.png,300,300,diplopoda-dithering,134,106,217,189
dmm_65.png,300,300,diplopoda-dithering,155,54,251,150
dmm_65.png,300,300,bulbus-dithering,97,20,173,96
dmm_66.png,300,300,fongibra-dithering,89,9,164,84
dmm_66.png,300,300,fongibra-dithering,206,38,290,122
dmm_66.png,300,300,bulbus-dithering,112,57,200,145
dmm_67.png,300,300,bulbus-dithering,57,20,131,94
dmm_67.png,300,300,fongibra-dithering,99,30,196,128
dmm_67.png,300,300,bulbus-dithering,68,111,149,192
dmm_68.png,300,300,quadripus-dithering,58,14,156,112
dmm_68.png,300,300,bulbus-dithering,107,119,193,205
dmm_68.png,300,300,diplopoda-dithering,145,113,220,187
dmm_69.png,300,300,quadripus-dithering,29,83,124,178
dmm_69.png,300,300,fongibra-dithering,29,5,99,75
dmm_69.png,300,300,bulbus-dithering,64,105,163,204
dmm_70.png,300,300,bulbus-dithering,71,97,163,189
dmm_70.png,300,300,bulbus-dithering,148,71,243,166
dmm_70.png,300,300,diplopoda-dithering,187,32,264,109
dmm_71.png,300,300,fongibra-dithering,81,69,154,141
dmm_71.png,300,300,quadripus-dithering,152,55,235,138
dmm_71.png,300,300,bulbus-dithering,122,213,196,286
dmm_72.png,300,300,diplopoda-dithering,7,8,104,105
dmm_72.png,300,300,bulbus-dithering,181,82,263,165
dmm_72.png,300,300,quadripus-dithering,84,4,183,103
dmm_73.png,300,300,bulbus-dithering,84,54,167,136
dmm_73.png,300,300,diplopoda-dithering,123,76,216,170
dmm_73.png,300,300,fongibra-dithering,90,177,189,276
dmm_74.png,300,300,diplopoda-dithering,31,34,119,121
dmm_74.png,300,300,diplopoda-dithering,15,27,91,104
dmm_74.png,300,300,diplopoda-dithering,27,138,124,236
dmm_75.png,300,300,bulbus-dithering,166,15,259,109
dmm_75.png,300,300,fongibra-dithering,142,73,231,162
dmm_75.png,300,300,fongibra-dithering,195,30,286,121
dmm_76.png,300,300,fongibra-dithering,6,8,92,94
dmm_76.png,300,300,fongibra-dithering,92,84,169,160
dmm_76.png,300,300,fongibra-dithering,173,42,256,126
dmm_77.png,300,300,quadripus-dithering,80,80,177,178
dmm_77.png,300,300,diplopoda-dithering,22,186,103,268
dmm_77.png,300,300,diplopoda-dithering,209,94,286,172
dmm_78.png,300,300,bulbus-dithering,88,119,175,206
dmm_78.png,300,300,diplopoda-dithering,58,11,156,109
dmm_78.png,300,300,bulbus-dithering,66,58,156,149
dmm_79.png,300,300,fongibra-dithering,144,92,220,168
dmm_79.png,300,300,diplopoda-dithering,45,14,119,88
dmm_79.png,300,300,diplopoda-dithering,68,139,167,238
dmm_80.png,300,300,diplopoda-dithering,32,118,107,193
dmm_80.png,300,300,bulbus-dithering,105,87,203,185
dmm_80.png,300,300,diplopoda-dithering,116,178,188,250
dmm_81.png,300,300,bulbus-dithering,64,182,163,280
dmm_81.png,300,300,fongibra-dithering,75,125,165,215
dmm_81.png,300,300,bulbus-dithering,153,69,237,153
dmm_82.png,300,300,diplopoda-dithering,94,183,189,278
dmm_82.png,300,300,fongibra-dithering,194,50,275,132
dmm_82.png,300,300,fongibra-dithering,30,17,121,108
dmm_83.png,300,300,diplopoda-dithering,116,81,207,172
dmm_83.png,300,300,fongibra-dithering,124,33,210,119
dmm_83.png,300,300,quadripus-dithering,174,104,251,181
dmm_84.png,300,300,quadripus-dithering,44,111,135,203
dmm_84.png,300,300,fongibra-dithering,88,134,181,227
dmm_84.png,300,300,fongibra-dithering,26,80,99,153
dmm_85.png,300,300,quadripus-dithering,141,27,230,116
dmm_85.png,300,300,bulbus-dithering,75,160,159,245
dmm_85.png,300,300,diplopoda-dithering,105,207,193,294
dmm_86.png,300,300,diplopoda-dithering,109,101,202,195
dmm_86.png,300,300,quadripus-dithering,67,43,141,117
dmm_86.png,300,300,bulbus-dithering,78,180,176,278
dmm_87.png,300,300,quadripus-dithering,66,61,153,148
dmm_87.png,300,300,quadripus-dithering,144,122,243,221
dmm_87.png,300,300,quadripus-dithering,89,57,187,155
dmm_88.png,300,300,quadripus-dithering,70,141,148,219
dmm_88.png,300,300,fongibra-dithering,169,155,265,251
dmm_88.png,300,300,bulbus-dithering,117,158,212,253
dmm_89.png,300,300,fongibra-dithering,7,7,105,105
dmm_89.png,300,300,diplopoda-dithering,140,62,239,161
dmm_89.png,300,300,fongibra-dithering,93,41,181,128
dmm_90.png,300,300,quadripus-dithering,167,137,259,229
dmm_90.png,300,300,bulbus-dithering,77,17,152,92
dmm_90.png,300,300,bulbus-dithering,108,3,197,92
dmm_91.png,300,300,diplopoda-dithering,93,84,171,162
dmm_91.png,300,300,diplopoda-dithering,99,117,188,206
dmm_91.png,300,300,bulbus-dithering,18,13,88,83
dmm_92.png,300,300,bulbus-dithering,120,50,219,149
dmm_92.png,300,300,quadripus-dithering,157,22,250,115
dmm_92.png,300,300,diplopoda-dithering,36,144,134,242
dmm_93.png,300,300,diplopoda-dithering,23,205,103,286
dmm_93.png,300,300,diplopoda-dithering,97,142,187,233
dmm_93.png,300,300,quadripus-dithering,135,166,219,250
dmm_94.png,300,300,quadripus-dithering,138,100,230,192
dmm_94.png,300,300,fongibra-dithering,172,147,263,237
dmm_94.png,300,300,fongibra-dithering,94,159,170,235
dmm_95.png,300,300,bulbus-dithering,11,87,96,172
dmm_95.png,300,300,diplopoda-dithering,95,137,194,236
dmm_95.png,300,300,quadripus-dithering,29,40,126,138
dmm_96.png,300,300,diplopoda-dithering,4,61,102,159
dmm_96.png,300,300,bulbus-dithering,28,4,118,94
dmm_96.png,300,300,quadripus-dithering,132,86,225,179
dmm_97.png,300,300,quadripus-dithering,84,197,172,285
dmm_97.png,300,300,quadripus-dithering,123,0,213,90
dmm_97.png,300,300,diplopoda-dithering,0,58,94,151
dmm_98.png,300,300,diplopoda-dithering,21,213,99,291
dmm_98.png,300,300,diplopoda-dithering,177,95,268,186
dmm_98.png,300,300,fongibra-dithering,46,22,145,121
dmm_99.png,300,300,fongibra-dithering,42,62,122,141
dmm_99.png,300,300,quadripus-dithering,124,146,220,241
dmm_99.png,300,300,diplopoda-dithering,122,168,218,264
dmm_100.png,300,300,fongibra-dithering,44,163,120,240
dmm_100.png,300,300,fongibra-dithering,14,90,110,186
dmm_100.png,300,300,bulbus-dithering,131,95,223,188
dmm_101.png,300,300,fongibra-dithering,66,126,155,215
dmm_101.png,300,300,quadripus-dithering,76,209,160,293
dmm_101.png,300,300,fongibra-dithering,12,91,109,188
dmm_102.png,300,300,diplopoda-dithering,120,156,218,255
dmm_102.png,300,300,quadripus-dithering,116,182,215,281
dmm_102.png,300,300,bulbus-dithering,52,24,136,108
dmm_103.png,300,300,diplopoda-dithering,119,42,218,141
dmm_103.png,300,300,bulbus-dithering,23,18,121,117
dmm_103.png,300,300,bulbus-dithering,107,121,204,218
dmm_104.png,300,300,quadripus-dithering,85,67,156,138
dmm_104.png,300,300,diplopoda-dithering,60,85,155,181
dmm_104.png,300,300,fongibra-dithering,158,72,235,150
dmm_105.png,300,300,quadripus-dithering,96,60,191,154
dmm_105.png,300,300,diplopoda-dithering,140,90,222,171
dmm_105.png,300,300,bulbus-dithering,67,135,155,223
dmm_106.png,300,300,bulbus-dithering,81,43,172,135
dmm_106.png,300,300,bulbus-dithering,34,1,116,83
dmm_106.png,300,300,fongibra-dithering,143,128,217,202
dmm_107.png,300,300,quadripus-dithering,161,135,259,233
dmm_107.png,300,300,diplopoda-dithering,36,49,128,141
dmm_107.png,300,300,bulbus-dithering,29,92,124,187
dmm_108.png,300,300,quadripus-dithering,62,104,158,201
dmm_108.png,300,300,quadripus-dithering,171,79,247,155
dmm_108.png,300,300,bulbus-dithering,33,2,131,100
dmm_109.png,300,300,diplopoda-dithering,119,113,194,188
dmm_109.png,300,300,bulbus-dithering,158,158,241,240
dmm_109.png,300,300,fongibra-dithering,185,200,273,287
dmm_110.png,300,300,diplopoda-dithering,23,12,122,110
dmm_110.png,300,300,diplopoda-dithering,30,73,117,160
dmm_110.png,300,300,diplopoda-dithering,75,155,146,226
dmm_111.png,300,300,quadripus-dithering,157,107,238,188
dmm_111.png,300,300,fongibra-dithering,7,127,105,226
dmm_111.png,300,300,bulbus-dithering,0,145,99,244
dmm_112.png,300,300,fongibra-dithering,20,67,101,149
dmm_112.png,300,300,diplopoda-dithering,178,221,250,293
dmm_112.png,300,300,quadripus-dithering,2,200,97,295
dmm_113.png,300,300,fongibra-dithering,186,58,271,144
dmm_113.png,300,300,quadripus-dithering,109,76,206,172
dmm_113.png,300,300,bulbus-dithering,83,128,179,224
dmm_114.png,300,300,quadripus-dithering,90,96,189,195
dmm_114.png,300,300,fongibra-dithering,8,101,100,193
dmm_114.png,300,300,fongibra-dithering,11,109,88,185
dmm_115.png,300,300,diplopoda-dithering,29,45,128,144
dmm_115.png,300,300,fongibra-dithering,19,0,111,92
dmm_115.png,300,300,bulbus-dithering,56,131,144,219
dmm_116.png,300,300,diplopoda-dithering,76,127,174,226
dmm_116.png,300,300,diplopoda-dithering,9,25,105,122
dmm_116.png,300,300,quadripus-dithering,183,154,277,248
dmm_117.png,300,300,diplopoda-dithering,134,87,226,179
dmm_117.png,300,300,fongibra-dithering,55,119,154,218
dmm_117.png,300,300,bulbus-dithering,127,76,221,170
dmm_118.png,300,300,fongibra-dithering,47,76,134,163
dmm_118.png,300,300,diplopoda-dithering,14,151,99,236
dmm_118.png,300,300,quadripus-dithering,153,60,247,154
dmm_119.png,300,300,bulbus-dithering,122,166,220,265
dmm_119.png,300,300,fongibra-dithering,95,107,175,187
dmm_119.png,300,300,bulbus-dithering,140,6,223,89
dmm_120.png,300,300,fongibra-dithering,162,12,261,110
dmm_120.png,300,300,quadripus-dithering,164,39,259,134
dmm_120.png,300,300,diplopoda-dithering,16,72,115,171
dmm_121.png,300,300,bulbus-dithering,135,8,228,101
dmm_121.png,300,300,diplopoda-dithering,36,203,113,280
dmm_121.png,300,300,diplopoda-dithering,37,129,134,226
dmm_122.png,300,300,diplopoda-dithering,9,43,108,142
dmm_122.png,300,300,fongibra-dithering,175,73,273,172
dmm_122.png,300,300,diplopoda-dithering,110,18,180,89
dmm_123.png,300,300,diplopoda-dithering,105,0,199,94
dmm_123.png,300,300,bulbus-dithering,16,92,111,188
dmm_123.png,300,300,quadripus-dithering,165,147,263,245
dmm_124.png,300,300,bulbus-dithering,85,58,176,150
dmm_124.png,300,300,diplopoda-dithering,1,196,78,273
dmm_124.png,300,300,quadripus-dithering,157,124,246,213
dmm_125.png,300,300,diplopoda-dithering,171,38,265,132
dmm_125.png,300,300,quadripus-dithering,106,22,205,121
dmm_125.png,300,300,fongibra-dithering,121,141,202,222
dmm_126.png,300,300,quadripus-dithering,47,145,145,242
dmm_126.png,300,300,bulbus-dithering,163,97,262,195
dmm_126.png,300,300,diplopoda-dithering,152,51,237,135
dmm_127.png,300,300,bulbus-dithering,0,55,77,132
dmm_127.png,300,300,diplopoda-dithering,26,133,115,222
dmm_127.png,300,300,diplopoda-dithering,107,46,206,145
dmm_128.png,300,300,quadripus-dithering,36,47,134,145
dmm_128.png,300,300,diplopoda-dithering,133,103,227,197
dmm_128.png,300,300,bulbus-dithering,151,89,250,188
dmm_129.png,300,300,bulbus-dithering,29,199,124,294
dmm_129.png,300,300,diplopoda-dithering,194,138,284,228
dmm_129.png,300,300,diplopoda-dithering,202,120,293,211
dmm_130.png,300,300,diplopoda-dithering,60,88,157,185
dmm_130.png,300,300,quadripus-dithering,124,171,221,268
dmm_130.png,300,300,quadripus-dithering,17,65,114,162
dmm_131.png,300,300,quadripus-dithering,117,83,211,177
dmm_131.png,300,300,fongibra-dithering,142,185,227,270
dmm_131.png,300,300,quadripus-dithering,28,118,109,199
dmm_132.png,300,300,bulbus-dithering,25,109,114,198
dmm_132.png,300,300,fongibra-dithering,110,217,189,296
dmm_132.png,300,300,fongibra-dithering,28,100,104,176
dmm_133.png,300,300,fongibra-dithering,71,102,156,187
dmm_133.png,300,300,diplopoda-dithering,167,2,256,90
dmm_133.png,300,300,quadripus-dithering,72,19,157,104
dmm_134.png,300,300,bulbus-dithering,19,60,115,156
dmm_134.png,300,300,bulbus-dithering,89,74,187,172
dmm_134.png,300,300,diplopoda-dithering,36,166,109,239
dmm_135.png,300,300,quadripus-dithering,41,5,119,82
dmm_135.png,300,300,bulbus-dithering,112,144,191,224
dmm_135.png,300,300,fongibra-dithering,44,186,120,262
dmm_136.png,300,300,fongibra-dithering,85,109,177,201
dmm_136.png,300,300,bulbus-dithering,188,132,275,218
dmm_136.png,300,300,quadripus-dithering,17,106,111,201
dmm_137.png,300,300,quadripus-dithering,40,84,115,159
dmm_137.png,300,300,bulbus-dithering,123,61,210,148
dmm_137.png,300,300,diplopoda-dithering,91,137,189,234
dmm_138.png,300,300,quadripus-dithering,6,50,93,136
dmm_138.png,300,300,diplopoda-dithering,152,70,233,152
dmm_138.png,300,300,bulbus-dithering,169,17,248,96
dmm_139.png,300,300,fongibra-dithering,122,1,196,75
dmm_139.png,300,300,bulbus-dithering,67,77,157,167
dmm_139.png,300,300,fongibra-dithering,160,21,258,119
dmm_140.png,300,300,fongibra-dithering,140,193,239,292
dmm_140.png,300,300,fongibra-dithering,10,72,108,170
dmm_140.png,300,300,bulbus-dithering,75,31,173,129
dmm_141.png,300,300,quadripus-dithering,62,133,160,232
dmm_141.png,300,300,bulbus-dithering,133,98,232,197
dmm_141.png,300,300,bulbus-dithering,26,140,121,234
dmm_142.png,300,300,fongibra-dithering,56,96,152,192
dmm_142.png,300,300,quadripus-dithering,139,103,211,175
dmm_142.png,300,300,quadripus-dithering,88,81,184,177
dmm_143.png,300,300,quadripus-dithering,135,7,221,94
dmm_143.png,300,300,fongibra-dithering,178,22,275,119
dmm_143.png,300,300,fongibra-dithering,18,40,117,139
dmm_144.png,300,300,fongibra-dithering,87,82,184,179
dmm_144.png,300,300,bulbus-dithering,56,118,155,217
dmm_144.png,300,300,fongibra-dithering,180,105,250,176
dmm_145.png,300,300,diplopoda-dithering,122,24,213,115
dmm_145.png,300,300,quadripus-dithering,144,66,238,161
dmm_145.png,300,300,quadripus-dithering,141,61,239,160
dmm_146.png,300,300,bulbus-dithering,4,94,94,184
dmm_146.png,300,300,bulbus-dithering,183,155,255,228
dmm_146.png,300,300,fongibra-dithering,35,119,134,217
dmm_147.png,300,300,quadripus-dithering,34,76,133,174
dmm_147.png,300,300,quadripus-dithering,139,114,238,213
dmm_147.png,300,300,fongibra-dithering,7,163,99,255
dmm_148.png,300,300,quadripus-dithering,157,60,232,136
dmm_148.png,300,300,diplopoda-dithering,114,100,207,193
dmm_148.png,300,300,quadripus-dithering,153,2,228,77
dmm_149.png,300,300,fongibra-dithering,167,89,264,186
dmm_149.png,300,300,bulbus-dithering,189,106,272,189
dmm_149.png,300,300,diplopoda-dithering,102,64,175,138
dmm_150.png,300,300,bulbus-dithering,17,136,94,213
dmm_150.png,300,300,fongibra-dithering,25,56,121,153
dmm_150.png,300,300,quadripus-dithering,141,56,238,153
dmm_151.png,300,300,diplopoda-dithering,17,203,94,280
dmm_151.png,300,300,quadripus-dithering,57,12,143,99
dmm_151.png,300,300,quadripus-dithering,39,94,113,168
dmm_152.png,300,300,diplopoda-dithering,108,126,204,222
dmm_152.png,300,300,quadripus-dithering,25,104,95,174
dmm_152.png,300,300,bulbus-dithering,179,67,277,166
dmm_153.png,300,300,fongibra-dithering,89,169,162,242
dmm_153.png,300,300,bulbus-dithering,76,111,170,204
dmm_153.png,300,300,fongibra-dithering,54,211,129,287
dmm_154.png,300,300,quadripus-dithering,73,52,145,124
dmm_154.png,300,300,fongibra-dithering,29,75,121,166
dmm_154.png,300,300,diplopoda-dithering,92,62,187,157
dmm_155.png,300,300,diplopoda-dithering,65,110,152,197
dmm_155.png,300,300,quadripus-dithering,43,33,141,132
dmm_155.png,300,300,quadripus-dithering,42,22,124,104
dmm_156.png,300,300,diplopoda-dithering,30,80,124,174
dmm_156.png,300,300,fongibra-dithering,137,13,225,101
dmm_156.png,300,300,bulbus-dithering,213,184,284,255
dmm_157.png,300,300,quadripus-dithering,22,14,116,109
dmm_157.png,300,300,bulbus-dithering,49,176,148,275
dmm_157.png,300,300,bulbus-dithering,112,127,205,220
dmm_158.png,300,300,quadripus-dithering,104,75,199,170
dmm_158.png,300,300,fongibra-dithering,83,138,181,237
